participant,band,channel,statistic,p_value,p_value_corrected,significant
1,alpha,3LD,38702.0,0.17821423501617373,0.46038677379178217,False
1,alpha,4LD,40849.0,0.6536062898961559,0.8693203531215946,False
1,alpha,1RA,40913.0,0.6730222088683313,0.8693203531215946,False
1,alpha,2RA,37438.0,0.06083856051730079,0.19871368344403825,False
1,alpha,3RA,40888.0,0.6654109975905712,0.8693203531215946,False
1,alpha,1RB,39809.0,0.376959825749008,0.7360596310560182,False
1,alpha,2RB,39928.0,0.40441291537693036,0.7374588456873437,False
1,alpha,3RB,39612.0,0.33411214797104993,0.6904984391401698,False
1,alpha,4RB,40754.0,0.6252162468225286,0.861409051177706,False
1,alpha,5RB,36605.0,0.02622335147920236,0.1083898527807031,False
1,alpha,1RC,40234.0,0.4802827044635146,0.7836191493878396,False
1,alpha,2RC,41288.0,0.7908233147130482,0.9113937192289424,False
1,alpha,3RC,41550.0,0.8762560014458096,0.9266162181429646,False
1,alpha,4RC,40637.0,0.5910045832616526,0.8327791855050559,False
1,alpha,5RC,40225.0,0.47794587123038745,0.7836191493878396,False
1,alpha,1RD,40400.0,0.5244802020190261,0.7965086936634582,False
1,alpha,2RD,39164.0,0.2488517939592636,0.5857424874498668,False
1,alpha,3RD,39272.0,0.26786386993795686,0.5931271405769045,False
1,alpha,4RD,41830.0,0.969155078780706,0.969155078780706,False
